用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
阅读手册,1,129,28,291,1,0,129,28,291,129,28,291,0,0,0
易年代记,1,69,16,160,1,0,69,16,160,69,16,160,0,0,0
爆料社长,1,19,25,3020,0,1,19,25,3020,0,0,0,19,25,3020
热播君,1,1204,749,1996,1,0,1204,749,1996,1204,749,1996,0,0,0
天空菌,1,21,83,6990,0,1,21,83,6990,0,0,0,21,83,6990
让笑声飞,1,78,403,2669,0,1,78,403,2669,0,0,0,78,403,2669
张译文Yeokmoon,1,2319,3585,6198,1,0,2319,3585,6198,2319,3585,6198,0,0,0
_叫我小宝贝儿,1,18,24,340,1,0,18,24,340,18,24,340,0,0,0
112页,1,40,1769,1614,1,0,40,1769,1614,40,1769,1614,0,0,0
林初寒,1,3343,2236,10315,1,0,3343,2236,10315,3343,2236,10315,0,0,0
职场大讲坛,1,106,0,84,1,0,106,0,84,106,0,84,0,0,0
娱情前线,1,284,154,767,1,0,284,154,767,284,154,767,0,0,0
全景一哥,1,93,262,2393,1,0,93,262,2393,93,262,2393,0,0,0
八倍镜追剧女孩,1,235,314,4947,0,1,235,314,4947,0,0,0,235,314,4947
黄星星fanfan,1,2418,3465,7584,1,0,2418,3465,7584,2418,3465,7584,0,0,0
欧派家居集团,1,10241,1273,430,0,1,10241,1273,430,0,0,0,10241,1273,430
兔牙Yolanda,1,123,134,1337,1,0,123,134,1337,123,134,1337,0,0,0
HenrySwift,1,10,26,232,1,0,10,26,232,10,26,232,0,0,0
闻娱教父,1,226,331,1952,1,0,226,331,1952,226,331,1952,0,0,0
海右书香,1,37,167,114,1,0,37,167,114,37,167,114,0,0,0
山口团子,1,44,54,59,1,0,44,54,59,44,54,59,0,0,0
黄掌柜007,1,32,37,308,0,1,32,37,308,0,0,0,32,37,308
時一二,1,546,106,610,1,0,546,106,610,546,106,610,0,0,0
叶青Julia,1,3542,2512,13109,1,0,3542,2512,13109,3542,2512,13109,0,0,0
魏天浩,1,18472,15319,22612,1,0,18472,15319,22612,18472,15319,22612,0,0,0
唐艺然Emma,1,2330,2690,2530,1,0,2330,2690,2530,2330,2690,2530,0,0,0
我的名字叫木鱼,1,327,814,2332,1,0,327,814,2332,327,814,2332,0,0,0
夏小鲟,1,8,11,185,1,0,8,11,185,8,11,185,0,0,0
王奔宏,1,135,183,457,1,0,135,183,457,135,183,457,0,0,0
苯科技,1,72,123,347,1,0,72,123,347,72,123,347,0,0,0
新青年科技-Jack,1,23,189,1045,0,1,23,189,1045,0,0,0,23,189,1045
科技轻体验,1,16348,1525,1038,1,0,16348,1525,1038,16348,1525,1038,0,0,0
一辆,1,285,971,4586,1,0,285,971,4586,285,971,4586,0,0,0
啊爹Aaron,1,455,1300,6356,1,0,455,1300,6356,455,1300,6356,0,0,0
七百里加急递煎饼,1,60,189,1439,1,0,60,189,1439,60,189,1439,0,0,0
MOK莫轻浮,1,2635,4051,9962,1,0,2635,4051,9962,2635,4051,9962,0,0,0
前沿科技速报,1,602,651,1751,1,0,602,651,1751,602,651,1751,0,0,0
吕颖lvy,1,1135,1066,2430,1,0,1135,1066,2430,1135,1066,2430,0,0,0
李彬赫,1,21,228,765,1,0,21,228,765,21,228,765,0,0,0
梁一口echo,1,71,588,5875,1,0,71,588,5875,71,588,5875,0,0,0
杨宇昊Drummer,1,131,131,1115,1,0,131,131,1115,131,131,1115,0,0,0
热点集,1,610,113,670,1,0,610,113,670,610,113,670,0,0,0
任袁泰山,1,137,85,1122,1,0,137,85,1122,137,85,1122,0,0,0
_火火Lee_,1,95,49,587,1,0,95,49,587,95,49,587,0,0,0
刘小懒,1,853,1082,1994,1,0,853,1082,1994,853,1082,1994,0,0,0
大培cp,1,1402,4358,6509,1,0,1402,4358,6509,1402,4358,6509,0,0,0
MIFFY李米肥,1,288,513,1431,1,0,288,513,1431,288,513,1431,0,0,0
7维视角,1,432,490,1439,1,0,432,490,1439,432,490,1439,0,0,0
左小翎,1,8,73,398,1,0,8,73,398,8,73,398,0,0,0
AI大数据时代,1,364,411,808,1,0,364,411,808,364,411,808,0,0,0
搞笑趣事汇,1,2495,3203,5923,1,0,2495,3203,5923,2495,3203,5923,0,0,0
咸贵人,1,107,387,375,1,0,107,387,375,107,387,375,0,0,0
肯德基,1,433,347,3006,1,0,433,347,3006,433,347,3006,0,0,0
种草达人绵绵酱,1,274,284,525,1,0,274,284,525,274,284,525,0,0,0
天中捕快,1,172,76,445,0,1,172,76,445,0,0,0,172,76,445
OK张有救,1,715,2133,8101,1,0,715,2133,8101,715,2133,8101,0,0,0
青岛方特梦幻王国,1,293,326,98,1,0,293,326,98,293,326,98,0,0,0
刘梓萌嗎,1,1857,1530,2471,1,0,1857,1530,2471,1857,1530,2471,0,0,0
一人茶餐廳,1,7,193,2155,1,0,7,193,2155,7,193,2155,0,0,0
张慧贤angel,1,71,386,3765,1,0,71,386,3765,71,386,3765,0,0,0
一扣酥,1,24,1349,2258,1,0,24,1349,2258,24,1349,2258,0,0,0
小葡萄melody,1,7791,8553,12542,1,0,7791,8553,12542,7791,8553,12542,0,0,0
摄影约拍_,1,228,244,603,1,0,228,244,603,228,244,603,0,0,0
鹅组情报员,1,1044,448,2211,1,0,1044,448,2211,1044,448,2211,0,0,0
it科技站,1,158,669,3441,1,0,158,669,3441,158,669,3441,0,0,0
魏好涵,1,16,3967,825,1,0,16,3967,825,16,3967,825,0,0,0
中影小水,1,183,154,983,0,1,183,154,983,0,0,0,183,154,983
sosay是大妮,1,544,990,5391,1,0,544,990,5391,544,990,5391,0,0,0
申开朗_SKY,1,93,654,3639,0,1,93,654,3639,0,0,0,93,654,3639
买买提X,1,215,25,656,1,0,215,25,656,215,25,656,0,0,0
原羚计划,1,115,44,144,1,0,115,44,144,115,44,144,0,0,0
留几手,1,440,381,935,1,0,440,381,935,440,381,935,0,0,0
卧蚕阿姨,1,231,2978,11583,1,0,231,2978,11583,231,2978,11583,0,0,0
LostINMOtown,1,72,9,56,1,0,72,9,56,72,9,56,0,0,0
趣评测,1,381,132,191,1,0,381,132,191,381,132,191,0,0,0
圈内扒婆,1,899,631,1567,1,0,899,631,1567,899,631,1567,0,0,0
IT抢先报,1,79,280,743,1,0,79,280,743,79,280,743,0,0,0
游戏外设狂,1,322,330,424,1,0,322,330,424,322,330,424,0,0,0
四近裙下之臣,1,796,173,874,1,0,796,173,874,796,173,874,0,0,0
洛梅笙,1,612,77,1659,1,0,612,77,1659,612,77,1659,0,0,0
互联网的那些破事,1,20,327,1555,0,1,20,327,1555,0,0,0,20,327,1555
都市音酱,1,224,317,444,1,0,224,317,444,224,317,444,0,0,0
跳跳兲虎,1,223,36,1061,0,1,223,36,1061,0,0,0,223,36,1061
生物叫兽,1,325,475,678,1,0,325,475,678,325,475,678,0,0,0
互联网全资讯,1,2717,3181,7015,1,0,2717,3181,7015,2717,3181,7015,0,0,0
新西兰凯库拉观鲸,1,137,125,113,1,0,137,125,113,137,125,113,0,0,0
睡兔初空,1,13,97,390,0,1,13,97,390,0,0,0,13,97,390
科技圈大佬,1,2216,2349,5594,1,0,2216,2349,5594,2216,2349,5594,0,0,0
狂阿弥_,1,20,52,362,1,0,20,52,362,20,52,362,0,0,0
TonyStark的小可爱,1,21,33,126,1,0,21,33,126,21,33,126,0,0,0
他是泽叔,1,186,699,211,1,0,186,699,211,186,699,211,0,0,0
曲玮玮,1,54,80,1093,1,0,54,80,1093,54,80,1093,0,0,0
喜脉洗脉,1,661,802,1222,1,0,661,802,1222,661,802,1222,0,0,0
迟池Chichi,1,1038,4715,8503,1,0,1038,4715,8503,1038,4715,8503,0,0,0
挑食少女熊小可,1,61,174,285,1,0,61,174,285,61,174,285,0,0,0
山药视频,1,512,459,1013,1,0,512,459,1013,512,459,1013,0,0,0
搞机大佬,1,36,26,3790,0,1,36,26,3790,0,0,0,36,26,3790
美食味道菌,1,124,139,361,1,0,124,139,361,124,139,361,0,0,0
旅游攻略君,1,693,830,3712,1,0,693,830,3712,693,830,3712,0,0,0
Panta点打不出来Q,1,27,111,1418,1,0,27,111,1418,27,111,1418,0,0,0
王小猴儿_,1,835,794,2571,1,0,835,794,2571,835,794,2571,0,0,0
微博牧场计划,1,1038,308,416,1,0,1038,308,416,1038,308,416,0,0,0
吾皇的白茶,1,64,329,3586,1,0,64,329,3586,64,329,3586,0,0,0
王才祥wcx,1,23,45,9647,0,1,23,45,9647,0,0,0,23,45,9647
野居青年,1,212,290,812,1,0,212,290,812,212,290,812,0,0,0
大胃妖精cici,1,418,543,1385,1,0,418,543,1385,418,543,1385,0,0,0
杀马特强子,1,88,100,218,1,0,88,100,218,88,100,218,0,0,0
芥眜,1,10,146,241,0,1,10,146,241,0,0,0,10,146,241
