用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
那个狗蛋儿,1,15,245,3233,0,1,15.00 ,245.00 ,3233.00 ,0,0,0,15,245,3233
南方日报,1,23,86,33,0,1,23.00 ,86.00 ,33.00 ,0,0,0,23,86,33
天气预报,1,34,31,14,0,1,34.00 ,31.00 ,14.00 ,0,0,0,34,31,14
老马自奋蹄,1,111,74,64,0,1,111.00 ,74.00 ,64.00 ,0,0,0,111,74,64
团子不要闹,1,11,48,276,0,1,11.00 ,48.00 ,276.00 ,0,0,0,11,48,276
圈内瓜事,1,157,26,82,1,0,157.00 ,26.00 ,82.00 ,157,26,82,0,0,0
IIIIIIILE,1,509,97,576,1,0,509.00 ,97.00 ,576.00 ,509,97,576,0,0,0
修身养性包子命,1,151,158,527,1,0,151.00 ,158.00 ,527.00 ,151,158,527,0,0,0
科技More,1,43,124,1412,1,0,43.00 ,124.00 ,1412.00 ,43,124,1412,0,0,0
海疆在线,1,27,49,89,0,1,27.00 ,49.00 ,89.00 ,0,0,0,27,49,89
人生平淡不服就干,1,159,23,59,1,0,159.00 ,23.00 ,59.00 ,159,23,59,0,0,0
随手拍,1,1104,658,1006,1,0,1104.00 ,658.00 ,1006.00 ,1104,658,1006,0,0,0
李兰陵,1,11,118,784,0,1,11.00 ,118.00 ,784.00 ,0,0,0,11,118,784
Only彤爱吃炒饭,1,5,41,120,1,0,5.00 ,41.00 ,120.00 ,5,41,120,0,0,0
001期货网,1,65,4,29,1,0,65.00 ,4.00 ,29.00 ,65,4,29,0,0,0
在海面坠落,1,19,9,110,1,0,19.00 ,9.00 ,110.00 ,19,9,110,0,0,0
时事-辩论,1,12,14,33,1,0,12.00 ,14.00 ,33.00 ,12,14,33,0,0,0
Glitteryolk,1,18,54,69,1,0,18.00 ,54.00 ,69.00 ,18,54,69,0,0,0
江小爬LOVE,1,4121,2527,28026,1,0,4121.00 ,2527.00 ,28026.00 ,4121,2527,28026,0,0,0
信小呆,1,155,260,2892,1,0,155.00 ,260.00 ,2892.00 ,155,260,2892,0,0,0
易伟,1,347,58,320,0,1,347.00 ,58.00 ,320.00 ,0,0,0,347,58,320
C-FORCE官微,1,2099,534,280,1,0,2099.00 ,534.00 ,280.00 ,2099,534,280,0,0,0
解答不是解答,1,154,333,2868,1,0,154.00 ,333.00 ,2868.00 ,154,333,2868,0,0,0
LAC-入侵,1,25,48,44,0,0,25.00 ,48.00 ,44.00 ,0,0,0,0,0,0
天路小阿刀,1,249,171,1085,1,0,249.00 ,171.00 ,1085.00 ,249,171,1085,0,0,0
美团,1,1979,2443,702,1,0,1979.00 ,2443.00 ,702.00 ,1979,2443,702,0,0,0
中国联通北京客服,1,7802,7870,2920,1,0,7802.00 ,7870.00 ,2920.00 ,7802,7870,2920,0,0,0
悟空教育机器人,1,3481,3974,1551,1,0,3481.00 ,3974.00 ,1551.00 ,3481,3974,1551,0,0,0
莲鹤夫人,1,31,379,694,0,1,31.00 ,379.00 ,694.00 ,0,0,0,31,379,694
股市股道,1,329,140,1037,0,1,329.00 ,140.00 ,1037.00 ,0,0,0,329,140,1037
AcFun弹幕视频网,1,2887,3137,1194,1,0,2887.00 ,3137.00 ,1194.00 ,2887,3137,1194,0,0,0
浦江身边事,1,251,213,109,1,0,251.00 ,213.00 ,109.00 ,251,213,109,0,0,0
鼓楼微讯,1,289,78,24,1,0,289.00 ,78.00 ,24.00 ,289,78,24,0,0,0
海澜之家,1,1374,1678,809,1,0,1374.00 ,1678.00 ,809.00 ,1374,1678,809,0,0,0
白衣山猫,1,619,1912,6130,0,1,619.00 ,1912.00 ,6130.00 ,0,0,0,619,1912,6130
上海市徐文明,1,3,0,516,1,0,3.00 ,0.00 ,516.00 ,3,0,516,0,0,0
梅花冷人,1,664,1602,3293,1,0,664.00 ,1602.00 ,3293.00 ,664,1602,3293,0,0,0
娱牛,1,703,5168,9185,1,0,703.00 ,5168.00 ,9185.00 ,703,5168,9185,0,0,0
黄石PK,1,259,125,275,1,0,259.00 ,125.00 ,275.00 ,259,125,275,0,0,0
风息神泪,1,13846,2078,23500,1,0,13846.00 ,2078.00 ,23500.00 ,13846,2078,23500,0,0,0
JDG京东电子竞技俱乐部,1,55426,57103,8669,1,0,55426.00 ,57103.00 ,8669.00 ,55426,57103,8669,0,0,0
小梅花情怀,1,1550,1545,15582,1,0,1550.00 ,1545.00 ,15582.00 ,1550,1545,15582,0,0,0
开八,1,666,880,2844,0,1,666.00 ,880.00 ,2844.00 ,0,0,0,666,880,2844
斯道,1,3567,7447,35439,1,0,3567.00 ,7447.00 ,35439.00 ,3567,7447,35439,0,0,0
苏群,1,16124,6300,3647,1,0,16124.00 ,6300.00 ,3647.00 ,16124,6300,3647,0,0,0
月枕宇宙,1,120,342,1995,1,0,120.00 ,342.00 ,1995.00 ,120,342,1995,0,0,0
钱府,1,3825,5518,36397,1,0,3825.00 ,5518.00 ,36397.00 ,3825,5518,36397,0,0,0
沙漠里的鲭鱼,1,2933,852,5732,1,0,2933.00 ,852.00 ,5732.00 ,2933,852,5732,0,0,0
千苏大队长,1,1778,284,2374,1,0,1778.00 ,284.00 ,2374.00 ,1778,284,2374,0,0,0
联邦快递中国,1,16700,74776,18443,0,1,16700.00 ,74776.00 ,18443.00 ,0,0,0,16700,74776,18443
头条博客,1,373,193,76,1,0,373.00 ,193.00 ,76.00 ,373,193,76,0,0,0
胖哥杨力,1,7424,3515,91089,1,0,7424.00 ,3515.00 ,91089.00 ,7424,3515,91089,0,0,0
军人之家,1,293,207,2826,1,0,293.00 ,207.00 ,2826.00 ,293,207,2826,0,0,0
张起淮,1,679,334,5588,1,0,679.00 ,334.00 ,5588.00 ,679,334,5588,0,0,0
原图爹,1,3347,3387,5103,1,0,3347.00 ,3387.00 ,5103.00 ,3347,3387,5103,0,0,0
深圳宁南山,1,1715,834,7821,1,0,1715.00 ,834.00 ,7821.00 ,1715,834,7821,0,0,0
电影圈君,1,466,223,3937,1,0,466.00 ,223.00 ,3937.00 ,466,223,3937,0,0,0
渡渡鸟,1,588,174,2635,1,0,588.00 ,174.00 ,2635.00 ,588,174,2635,0,0,0
论坛说事,1,128,351,2137,1,0,128.00 ,351.00 ,2137.00 ,128,351,2137,0,0,0
布道宽窄,1,185,171,1885,1,0,185.00 ,171.00 ,1885.00 ,185,171,1885,0,0,0
向太Tiffany陳嵐,1,4863,1926,26237,0,1,4863.00 ,1926.00 ,26237.00 ,0,0,0,4863,1926,26237
杜暘,1,158,404,2518,1,0,158.00 ,404.00 ,2518.00 ,158,404,2518,0,0,0
梁湘,1,479,362,4093,0,1,479.00 ,362.00 ,4093.00 ,0,0,0,479,362,4093
娱乐破事,1,22,371,746,1,0,22.00 ,371.00 ,746.00 ,22,371,746,0,0,0
中国日报网,1,47,1,115,1,0,47.00 ,1.00 ,115.00 ,47,1,115,0,0,0
santa豆豆,1,10,16,46,0,1,10.00 ,16.00 ,46.00 ,0,0,0,10,16,46
威威威vvv,1,19,24,170,1,0,19.00 ,24.00 ,170.00 ,19,24,170,0,0,0
西医综合张蕴新,1,7,102,112,0,1,7.00 ,102.00 ,112.00 ,0,0,0,7,102,112
深圳民宿,1,2174,1878,22373,1,0,2174.00 ,1878.00 ,22373.00 ,2174,1878,22373,0,0,0
脱非汪,1,9123,4787,53094,1,0,9123.00 ,4787.00 ,53094.00 ,9123,4787,53094,0,0,0
圈内娱叔,1,482,507,1954,1,0,482.00 ,507.00 ,1954.00 ,482,507,1954,0,0,0
SHHO魔法部,1,84,38,384,1,0,84.00 ,38.00 ,384.00 ,84,38,384,0,0,0
李英航,1,71,712,2546,0,1,71.00 ,712.00 ,2546.00 ,0,0,0,71,712,2546
圈内皇叔,1,472,507,1630,1,0,472.00 ,507.00 ,1630.00 ,472,507,1630,0,0,0
一周剧评,1,286,189,1008,1,0,286.00 ,189.00 ,1008.00 ,286,189,1008,0,0,0
扒圈老祖,1,482,472,1648,1,0,482.00 ,472.00 ,1648.00 ,482,472,1648,0,0,0
电影影视界,1,480,686,3180,1,0,480.00 ,686.00 ,3180.00 ,480,686,3180,0,0,0
九段棋手蔡菜子,1,155,5,213,0,1,155.00 ,5.00 ,213.00 ,0,0,0,155,5,213
娱评先生,1,308,204,799,1,0,308.00 ,204.00 ,799.00 ,308,204,799,0,0,0
综艺蜀黍,1,169,307,1023,1,0,169.00 ,307.00 ,1023.00 ,169,307,1023,0,0,0
娱扒光,1,517,715,2514,1,0,517.00 ,715.00 ,2514.00 ,517,715,2514,0,0,0
作家冯玉雷,1,59,1,7,1,0,59.00 ,1.00 ,7.00 ,59,1,7,0,0,0
娱乐观察站,1,489,696,2221,1,0,489.00 ,696.00 ,2221.00 ,489,696,2221,0,0,0
圈内姐姐,1,496,732,2688,1,0,496.00 ,732.00 ,2688.00 ,496,732,2688,0,0,0
中国新闻社,1,143,150,31840,0,1,143.00 ,150.00 ,31840.00 ,0,0,0,143,150,31840
中国播音主持网,1,325,86,1399,0,1,325.00 ,86.00 ,1399.00 ,0,0,0,325,86,1399
一刀之風林火山,1,43,929,2626,0,0,43.00 ,929.00 ,2626.00 ,0,0,0,0,0,0
PaperWeekly,1,94,12,40,1,0,94.00 ,12.00 ,40.00 ,94,12,40,0,0,0
媒体印象,1,65,35,603,1,0,65.00 ,35.00 ,603.00 ,65,35,603,0,0,0
纪随时,1,145,498,2615,0,1,145.00 ,498.00 ,2615.00 ,0,0,0,145,498,2615
爆料帝_,1,80,441,1901,0,0,80.00 ,441.00 ,1901.00 ,0,0,0,0,0,0
中国邮政,1,973,1308,20063,1,0,973.00 ,1308.00 ,20063.00 ,973,1308,20063,0,0,0
沈阳大小事,1,13453,3720,77149,1,0,13453.00 ,3720.00 ,77149.00 ,13453,3720,77149,0,0,0
Herbiewu,1,158,570,2191,1,0,158.00 ,570.00 ,2191.00 ,158,570,2191,0,0,0
六国虹,1,63,100,627,1,0,63.00 ,100.00 ,627.00 ,63,100,627,0,0,0
招商银行信用卡,1,1087,1046,295,1,0,1087.00 ,1046.00 ,295.00 ,1087,1046,295,0,0,0
贼叉,1,45,119,368,1,0,45.00 ,119.00 ,368.00 ,45,119,368,0,0,0
广西文化和旅游厅,1,4366,6334,2198,1,0,4366.00 ,6334.00 ,2198.00 ,4366,6334,2198,0,0,0
丁炳中,1,2835,883,5373,1,0,2835.00 ,883.00 ,5373.00 ,2835,883,5373,0,0,0
果果的B面,1,16,63,249,1,0,16.00 ,63.00 ,249.00 ,16,63,249,0,0,0
人脉爸爸,1,297,332,2984,1,0,297.00 ,332.00 ,2984.00 ,297,332,2984,0,0,0
柒书小屋,1,283,95,70,1,0,283.00 ,95.00 ,70.00 ,283,95,70,0,0,0
北京邮电大学,1,631,291,8428,1,0,631.00 ,291.00 ,8428.00 ,631,291,8428,0,0,0
雅思中国网,1,101,4,120,1,0,101.00 ,4.00 ,120.00 ,101,4,120,0,0,0
黔东南头条,1,116,117,2713,1,0,116.00 ,117.00 ,2713.00 ,116,117,2713,0,0,0
喵酱的小剧场,1,113,2010,9831,0,0,113.00 ,2010.00 ,9831.00 ,0,0,0,0,0,0
股海方舟-周宇,1,85,88,474,1,0,85.00 ,88.00 ,474.00 ,85,88,474,0,0,0
连淮徐盐,1,175,200,829,1,0,175.00 ,200.00 ,829.00 ,175,200,829,0,0,0
新加坡眼,1,12,469,1216,0,1,12.00 ,469.00 ,1216.00 ,0,0,0,12,469,1216
陈砺志,1,40,35,603,1,0,40.00 ,35.00 ,603.00 ,40,35,603,0,0,0
长春这噶儿,1,195,145,502,1,0,195.00 ,145.00 ,502.00 ,195,145,502,0,0,0
曹增光,1,204,3132,22440,0,1,204.00 ,3132.00 ,22440.00 ,0,0,0,204,3132,22440
VOGUE服饰与美容,1,1093,196,3192,1,0,1093.00 ,196.00 ,3192.00 ,1093,196,3192,0,0,0
中国青年网,1,67,42,469,1,0,67.00 ,42.00 ,469.00 ,67,42,469,0,0,0
时尚科技馆,1,724,1048,3859,1,0,724.00 ,1048.00 ,3859.00 ,724,1048,3859,0,0,0
王牌健言-王健,1,284,441,5375,1,0,284.00 ,441.00 ,5375.00 ,284,441,5375,0,0,0
王飞-仓储物流与供应链,1,1573,797,23552,1,0,1573.00 ,797.00 ,23552.00 ,1573,797,23552,0,0,0
电商头条,1,342,211,2516,1,0,342.00 ,211.00 ,2516.00 ,342,211,2516,0,0,0
Super雅思口语,1,221,18,406,1,0,221.00 ,18.00 ,406.00 ,221,18,406,0,0,0
美国院校百科,1,258,27,359,1,0,258.00 ,27.00 ,359.00 ,258,27,359,0,0,0
秀数码,1,216,799,6901,0,1,216.00 ,799.00 ,6901.00 ,0,0,0,216,799,6901
小丑很难过,1,41,162,2624,1,0,41.00 ,162.00 ,2624.00 ,41,162,2624,0,0,0
纸十四,1,74,18,278,0,1,74.00 ,18.00 ,278.00 ,0,0,0,74,18,278
科技圈,1,20,121,880,1,0,20.00 ,121.00 ,880.00 ,20,121,880,0,0,0
忧伤的巨人yu,1,1036,573,1660,1,0,1036.00 ,573.00 ,1660.00 ,1036,573,1660,0,0,0
八组兔区不爆麻袋爆料,1,35,97,1204,1,0,35.00 ,97.00 ,1204.00 ,35,97,1204,0,0,0
耀眼的红帽徽,1,95,58,836,1,0,95.00 ,58.00 ,836.00 ,95,58,836,0,0,0
亮剣,1,224,119,947,0,1,224.00 ,119.00 ,947.00 ,0,0,0,224,119,947
雷科技,1,71,116,1139,0,1,71.00 ,116.00 ,1139.00 ,0,0,0,71,116,1139
sweeties不加s,1,1365,192,2276,1,0,1365.00 ,192.00 ,2276.00 ,1365,192,2276,0,0,0
mrmanor,1,1059,0,2487,0,1,1059.00 ,0.00 ,2487.00 ,0,0,0,1059,0,2487
摄政王有话说-,1,145,40,167,1,0,145.00 ,40.00 ,167.00 ,145,40,167,0,0,0
复旦大学,1,62,24,358,1,0,62.00 ,24.00 ,358.00 ,62,24,358,0,0,0
香港衛視HKS,1,183,1148,4138,1,0,183.00 ,1148.00 ,4138.00 ,183,1148,4138,0,0,0
主持人沈南,1,8,238,2831,1,0,8.00 ,238.00 ,2831.00 ,8,238,2831,0,0,0
千玺是宝贝儿啊,1,37,25,282,0,0,37.00 ,25.00 ,282.00 ,0,0,0,0,0,0
军粉姐姐V,1,18,7,456,0,1,18.00 ,7.00 ,456.00 ,0,0,0,18,7,456
凯恩斯,1,195,10,207,1,0,195.00 ,10.00 ,207.00 ,195,10,207,0,0,0
浮川,1,21,64,1554,1,0,21.00 ,64.00 ,1554.00 ,21,64,1554,0,0,0
城里的猫狗,1,25,177,237,1,0,25.00 ,177.00 ,237.00 ,25,177,237,0,0,0
何夕,1,454,1,1716,0,1,454.00 ,1.00 ,1716.00 ,0,0,0,454,1,1716
演员刘琳,1,18,197,1962,1,0,18.00 ,197.00 ,1962.00 ,18,197,1962,0,0,0
泰国阿姐,1,40,20,200,1,0,40.00 ,20.00 ,200.00 ,40,20,200,0,0,0
ParadoxChiaoI,1,9362,673,11152,0,0,9362.00 ,673.00 ,11152.00 ,0,0,0,0,0,0
种花家的菌事兔,1,182,1679,8537,0,1,182.00 ,1679.00 ,8537.00 ,0,0,0,182,1679,8537
嘉炜1994,1,7694,1362,10030,1,0,7694.00 ,1362.00 ,10030.00 ,7694,1362,10030,0,0,0
秦思,1,270,630,1299,1,0,270.00 ,630.00 ,1299.00 ,270,630,1299,0,0,0
王凤波,1,43,45,135,1,0,43.00 ,45.00 ,135.00 ,43,45,135,0,0,0
影像视觉杂志,1,130,52,191,1,0,130.00 ,52.00 ,191.00 ,130,52,191,0,0,0
李子暘Lee,1,208,76,347,0,1,208.00 ,76.00 ,347.00 ,0,0,0,208,76,347
孥孥的大树,1,102,216,1048,1,0,102.00 ,216.00 ,1048.00 ,102,216,1048,0,0,0
点述Spotory,1,193,241,1184,1,0,193.00 ,241.00 ,1184.00 ,193,241,1184,0,0,0
比特币真心话,1,63,884,1748,0,0,63.00 ,884.00 ,1748.00 ,0,0,0,0,0,0
成都晚报,1,18,108,391,1,0,18.00 ,108.00 ,391.00 ,18,108,391,0,0,0
angelababy杨颖粉丝005,1,413,44,359,1,0,413.00 ,44.00 ,359.00 ,413,44,359,0,0,0
移动叔叔,1,9,191,696,0,1,9.00 ,191.00 ,696.00 ,0,0,0,9,191,696
西安直播,1,16,227,914,1,0,16.00 ,227.00 ,914.00 ,16,227,914,0,0,0
Mr易公子,1,2549,740,5614,1,0,2549.00 ,740.00 ,5614.00 ,2549,740,5614,0,0,0
彭林FView,1,4483,403,18795,1,0,4483.00 ,403.00 ,18795.00 ,4483,403,18795,0,0,0
叫大爷嘿·,1,37,48,2248,1,0,37.00 ,48.00 ,2248.00 ,37,48,2248,0,0,0
王欠欠-,1,50,231,1048,0,1,50.00 ,231.00 ,1048.00 ,0,0,0,50,231,1048
娱小柯,1,244,1618,5478,0,1,244.00 ,1618.00 ,5478.00 ,0,0,0,244,1618,5478
易烊千玺JacksonYee工作室,1,22478,9613,121646,1,0,22478.00 ,9613.00 ,121646.00 ,22478,9613,121646,0,0,0
TheChans-易烊千玺个站,1,5886,1621,9308,1,0,5886.00 ,1621.00 ,9308.00 ,5886,1621,9308,0,0,0
吃好就睡了,1,1506,32,869,0,1,1506.00 ,32.00 ,869.00 ,0,0,0,1506,32,869
衷易予你,1,904,65,495,1,0,904.00 ,65.00 ,495.00 ,904,65,495,0,0,0
中国移动10086,1,5548,8222,2906,1,0,5548.00 ,8222.00 ,2906.00 ,5548,8222,2906,0,0,0
许闯Trunk,1,57,118,1115,1,0,57.00 ,118.00 ,1115.00 ,57,118,1115,0,0,0
科技洋洋,1,93,916,4233,0,1,93.00 ,916.00 ,4233.00 ,0,0,0,93,916,4233
性感玉米,1,808,243,3548,1,0,808.00 ,243.00 ,3548.00 ,808,243,3548,0,0,0
Sunny-妍,1,68,670,1022,0,1,68.00 ,670.00 ,1022.00 ,0,0,0,68,670,1022
雪雪·,1,38,135,778,1,0,38.00 ,135.00 ,778.00 ,38,135,778,0,0,0
我一直在想昵称太长会不会被人打,1,282,137,1135,0,1,282.00 ,137.00 ,1135.00 ,0,0,0,282,137,1135
互联网民工-_-子谦Jacob-Fitness,1,314,212,995,0,1,314.00 ,212.00 ,995.00 ,0,0,0,314,212,995
扒圈老鬼,1,271,257,5344,1,0,271.00 ,257.00 ,5344.00 ,271,257,5344,0,0,0
铁臂阿吉,1,799,243,1454,1,0,799.00 ,243.00 ,1454.00 ,799,243,1454,0,0,0
AdeLcs,1,204,25,432,0,1,204.00 ,25.00 ,432.00 ,0,0,0,204,25,432
科技怪咖,1,50,798,2929,0,1,50.00 ,798.00 ,2929.00 ,0,0,0,50,798,2929
打奥特曼de小怪兽,1,390,761,7843,1,0,390.00 ,761.00 ,7843.00 ,390,761,7843,0,0,0
行业洞察者,1,209,471,10559,1,0,209.00 ,471.00 ,10559.00 ,209,471,10559,0,0,0
千玺的芒果,1,91,124,1111,1,0,91.00 ,124.00 ,1111.00 ,91,124,1111,0,0,0
TI_重阳Roy,1,39,219,3358,1,0,39.00 ,219.00 ,3358.00 ,39,219,3358,0,0,0
柯基_Feeling,1,15,18,298,1,0,15.00 ,18.00 ,298.00 ,15,18,298,0,0,0
青年湖南,1,91,13,77,1,0,91.00 ,13.00 ,77.00 ,91,13,77,0,0,0
唐有讼,1,246,127,3231,1,0,246.00 ,127.00 ,3231.00 ,246,127,3231,0,0,0
Oxy喵喵子,1,1961,361,7423,1,0,1961.00 ,361.00 ,7423.00 ,1961,361,7423,0,0,0
微博教育,1,140,130,1779,1,0,140.00 ,130.00 ,1779.00 ,140,130,1779,0,0,0
魏无羡情报局,1,78,102,1007,0,1,78.00 ,102.00 ,1007.00 ,0,0,0,78,102,1007
搞笑不寻常,1,244,103,2123,1,0,244.00 ,103.00 ,2123.00 ,244,103,2123,0,0,0
吐嚎影院,1,248,2339,13950,0,1,248.00 ,2339.00 ,13950.00 ,0,0,0,248,2339,13950
耸雅大人,1,123,94,597,1,0,123.00 ,94.00 ,597.00 ,123,94,597,0,0,0
淡蓝LGBT资讯,1,205,119,3506,0,0,205.00 ,119.00 ,3506.00 ,0,0,0,0,0,0
站站入侵,1,87,632,1342,1,0,87.00 ,632.00 ,1342.00 ,87,632,1342,0,0,0
我的女友嘴很贱,1,2662,2018,3204,0,1,2662.00 ,2018.00 ,3204.00 ,0,0,0,2662,2018,3204
新民晚报新民网,1,190,49,382,1,0,190.00 ,49.00 ,382.00 ,190,49,382,0,0,0
米奇沃克斯,1,9,79,2244,1,0,9.00 ,79.00 ,2244.00 ,9,79,2244,0,0,0
龙跃文3717,1,72,92,1348,0,0,72.00 ,92.00 ,1348.00 ,0,0,0,0,0,0
陈新建,1,67,465,2710,0,1,67.00 ,465.00 ,2710.00 ,0,0,0,67,465,2710
佳心芝士,1,24,200,2032,0,1,24.00 ,200.00 ,2032.00 ,0,0,0,24,200,2032
迪玛娇娇,1,151,68,392,1,0,151.00 ,68.00 ,392.00 ,151,68,392,0,0,0
IT大施兄,1,9,59,2292,1,0,9.00 ,59.00 ,2292.00 ,9,59,2292,0,0,0
洪榕,1,118,101,689,0,1,118.00 ,101.00 ,689.00 ,0,0,0,118,101,689
超话社区精选,1,37,22,347,0,1,37.00 ,22.00 ,347.00 ,0,0,0,37,22,347
旭东翻硕,1,244,10,160,1,0,244.00 ,10.00 ,160.00 ,244,10,160,0,0,0
股帅吉祥,1,70,85,310,1,0,70.00 ,85.00 ,310.00 ,70,85,310,0,0,0
章佳明,1,1266,2115,8706,1,0,1266.00 ,2115.00 ,8706.00 ,1266,2115,8706,0,0,0
同志之声,1,212,224,6467,1,0,212.00 ,224.00 ,6467.00 ,212,224,6467,0,0,0
澄澄圈,1,83,165,538,1,0,83.00 ,165.00 ,538.00 ,83,165,538,0,0,0
鞭鞭于白水,1,639,390,828,1,0,639.00 ,390.00 ,828.00 ,639,390,828,0,0,0
重庆CKG,1,38,268,294,1,0,38.00 ,268.00 ,294.00 ,38,268,294,0,0,0
抬头看风景nono,1,1397,1439,3100,1,0,1397.00 ,1439.00 ,3100.00 ,1397,1439,3100,0,0,0
舒客Saky,1,2719,1865,4812,1,0,2719.00 ,1865.00 ,4812.00 ,2719,1865,4812,0,0,0
哈雷恶棍李奇,1,17,4,922,1,0,17.00 ,4.00 ,922.00 ,17,4,922,0,0,0
哔哩哔哩弹幕网,1,42,56,476,1,0,42.00 ,56.00 ,476.00 ,42,56,476,0,0,0
化妆师Natalie,1,52,165,685,1,0,52.00 ,165.00 ,685.00 ,52,165,685,0,0,0
爱摄影的磊哥,1,11,9,28,1,0,11.00 ,9.00 ,28.00 ,11,9,28,0,0,0
沈阳最热门,1,18,23,99,1,0,18.00 ,23.00 ,99.00 ,18,23,99,0,0,0
沪江西语,1,16,6,43,1,0,16.00 ,6.00 ,43.00 ,16,6,43,0,0,0
淡墨涵香,1,32,5,20,1,0,32.00 ,5.00 ,20.00 ,32,5,20,0,0,0
霸气潜水熊,1,17,251,347,1,0,17.00 ,251.00 ,347.00 ,17,251,347,0,0,0
首席成长官刘佳勇,1,10,11,48,0,1,10.00 ,11.00 ,48.00 ,0,0,0,10,11,48
极测评,1,622,310,1773,1,0,622.00 ,310.00 ,1773.00 ,622,310,1773,0,0,0
改车志,1,9,41,125,1,0,9.00 ,41.00 ,125.00 ,9,41,125,0,0,0
潘海天,1,61,289,833,0,1,61.00 ,289.00 ,833.00 ,0,0,0,61,289,833
老拳Fist,1,52,106,486,1,0,52.00 ,106.00 ,486.00 ,52,106,486,0,0,0
欢欢在法国,1,42,3,35,1,0,42.00 ,3.00 ,35.00 ,42,3,35,0,0,0
否极泰董宝珍,1,73,73,201,1,0,73.00 ,73.00 ,201.00 ,73,73,201,0,0,0
张晶晶Vicky,1,2324,3675,27070,1,0,2324.00 ,3675.00 ,27070.00 ,2324,3675,27070,0,0,0
小野妹子学吐槽,1,721,546,913,1,0,721.00 ,546.00 ,913.00 ,721,546,913,0,0,0
Jeana赵嘉怡,1,9891,11939,15079,1,0,9891.00 ,11939.00 ,15079.00 ,9891,11939,15079,0,0,0
飞扬南石,1,147,105,455,0,1,147.00 ,105.00 ,455.00 ,0,0,0,147,105,455
轻氧白藜芦醇燕窝酵素猫-小萌,1,70,0,176,1,0,70.00 ,0.00 ,176.00 ,70,0,176,0,0,0
pwj的大芒果,1,59,9,220,0,0,59.00 ,9.00 ,220.00 ,0,0,0,0,0,0
listter乐,1,55,615,2843,0,1,55.00 ,615.00 ,2843.00 ,0,0,0,55,615,2843
灵骢,1,13,38,633,1,0,13.00 ,38.00 ,633.00 ,13,38,633,0,0,0
啃jio的小不点,1,25,237,663,1,0,25.00 ,237.00 ,663.00 ,25,237,663,0,0,0
BornForYEE易烊千玺,1,373,81,1094,1,0,373.00 ,81.00 ,1094.00 ,373,81,1094,0,0,0
周蓬安,1,126,391,1316,1,0,126.00 ,391.00 ,1316.00 ,126,391,1316,0,0,0
BZMeetJacksonYee,1,568,131,1190,1,0,568.00 ,131.00 ,1190.00 ,568,131,1190,0,0,0
易先森的不二仙鹤,1,5,6,70,1,0,5.00 ,6.00 ,70.00 ,5,6,70,0,0,0
盘点科技黄小平,1,44,215,710,1,0,44.00 ,215.00 ,710.00 ,44,215,710,0,0,0
每晚睡前故事-,1,147591,146046,120568,0,1,147591.00 ,146046.00 ,120568.00 ,0,0,0,147591,146046,120568
经纬张颖,1,242,298,11015,1,0,242.00 ,298.00 ,11015.00 ,242,298,11015,0,0,0
八组兔区菌,1,77,130,961,1,0,77.00 ,130.00 ,961.00 ,77,130,961,0,0,0
imaginistlovecc,1,59,127,1502,1,0,59.00 ,127.00 ,1502.00 ,59,127,1502,0,0,0
Rosalynly,1,13,20,100,1,0,13.00 ,20.00 ,100.00 ,13,20,100,0,0,0
CPA注会之家,1,49,2,51,1,0,49.00 ,2.00 ,51.00 ,49,2,51,0,0,0
Natalie王屹芝,1,9,80,148,0,1,9.00 ,80.00 ,148.00 ,0,0,0,9,80,148
电影芒斯特,1,413,158,1650,1,0,413.00 ,158.00 ,1650.00 ,413,158,1650,0,0,0
我为人民看电影,1,296,830,4487,1,0,296.00 ,830.00 ,4487.00 ,296,830,4487,0,0,0
瑞记,1,565,63,960,1,0,565.00 ,63.00 ,960.00 ,565,63,960,0,0,0
草图君,1,195,934,4097,1,0,195.00 ,934.00 ,4097.00 ,195,934,4097,0,0,0
戏精娱乐,1,110,77,1172,0,0,110.00 ,77.00 ,1172.00 ,0,0,0,0,0,0
商业财经观察,1,318,708,4423,0,1,318.00 ,708.00 ,4423.00 ,0,0,0,318,708,4423
Mr_FAN先生,1,620,266,6503,0,1,620.00 ,266.00 ,6503.00 ,0,0,0,620,266,6503
蒋校长,1,849,1439,10169,0,1,849.00 ,1439.00 ,10169.00 ,0,0,0,849,1439,10169
阿闷aman,1,7420,3081,42692,1,0,7420.00 ,3081.00 ,42692.00 ,7420,3081,42692,0,0,0
吃一口甜,1,488,1057,2169,1,0,488.00 ,1057.00 ,2169.00 ,488,1057,2169,0,0,0
最热奇闻趣事,1,269,35,441,0,1,269.00 ,35.00 ,441.00 ,0,0,0,269,35,441
科技小Q,1,158,101,82,1,0,158.00 ,101.00 ,82.00 ,158,101,82,0,0,0
一人谈视频,1,386,106,405,1,0,386.00 ,106.00 ,405.00 ,386,106,405,0,0,0
头号患者,1,70,34,675,1,0,70.00 ,34.00 ,675.00 ,70,34,675,0,0,0
李丨想丨主丨义,1,645,85,1351,1,0,645.00 ,85.00 ,1351.00 ,645,85,1351,0,0,0
小九月,1,1221,1099,1061,1,0,1221.00 ,1099.00 ,1061.00 ,1221,1099,1061,0,0,0
